date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:10	1886/1886	---M-Z	200	added ('OK')	application/rss+xml	etag:%228800c7e164ed96c46978feed5e7b09a8%22	https://ergo.creativezeune.com/comments/feed/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/comments/feed/index.html	(from https://ergo.creativezeune.com/)
15:45:11	192102/192102	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:55:12%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=6.1.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style42c6.css	(from https://ergo.creativezeune.com/)
15:45:11	589/589	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:31:35%20GMT	https://ergo.creativezeune.com/wp-content/plugins/betterdocs/admin/assets/css/betterdocs-el-edit.css?ver=1.9.7	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/betterdocs/admin/assets/css/betterdocs-el-edited19.css	(from https://ergo.creativezeune.com/)
15:45:11	26312/26312	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:31:35%20GMT	https://ergo.creativezeune.com/wp-content/plugins/betterdocs/public/css/betterdocs-public.css?ver=1.0.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/betterdocs/public/css/betterdocs-public8a54.css	(from https://ergo.creativezeune.com/)
15:45:11	2731/2731	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:32:01%20GMT	https://ergo.creativezeune.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.5.2	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/contact-form-7/includes/css/styles4245.css	(from https://ergo.creativezeune.com/)
15:45:12	1111/1111	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2008:55:43%20GMT	https://ergo.creativezeune.com/wp-content/plugins/template-kit-export/public/assets/css/template-kit-export-public.min.css?ver=1.0.21	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/template-kit-export/public/assets/css/template-kit-export-public.min365c.css	(from https://ergo.creativezeune.com/)
15:45:12	17925/17925	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:54:56%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=5.9.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layoutad76.css	(from https://ergo.creativezeune.com/)
15:45:12	7043/7043	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:54:56%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=5.9.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreenad76.css	(from https://ergo.creativezeune.com/)
15:45:13	62803/62803	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:54:56%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommercead76.css	(from https://ergo.creativezeune.com/)
15:45:13	2911/2911	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2008:40:36%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woolementor/assets/css/front.min.css?ver=3.0.1	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woolementor/assets/css/front.min41fe.css	(from https://ergo.creativezeune.com/)
15:45:13	9747/9747	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2008:40:36%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woolementor/assets/css/cx-grid.min.css?ver=3.0.1	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woolementor/assets/css/cx-grid.min41fe.css	(from https://ergo.creativezeune.com/)
15:45:14	6687/6687	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:25:57%20GMT	https://ergo.creativezeune.com/wp-content/themes/hello-elementor/style.min.css?ver=2.4.1	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/themes/hello-elementor/style.min8066.css	(from https://ergo.creativezeune.com/)
15:45:14	15164/15164	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:25:57%20GMT	https://ergo.creativezeune.com/wp-content/themes/hello-elementor/theme.min.css?ver=2.4.1	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/themes/hello-elementor/theme.min8066.css	(from https://ergo.creativezeune.com/)
15:45:14	18900/18900	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:00:30%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min05c8.css	(from https://ergo.creativezeune.com/)
15:45:15	3854/3854	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:00:32%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.4.8	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/css/frontend-legacy.minb045.css	(from https://ergo.creativezeune.com/)
15:45:15	131479/131479	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:00:32%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.4.8	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/css/frontend.minb045.css	(from https://ergo.creativezeune.com/)
15:45:16	8221/8221	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:02:13%20GMT	https://ergo.creativezeune.com/wp-content/uploads/sites/7/elementor/css/post-14.css?ver=1637226133	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/uploads/sites/7/elementor/css/post-1452b6.css	(from https://ergo.creativezeune.com/)
15:45:16	132963/132963	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:48:42%20GMT	https://ergo.creativezeune.com/wp-content/plugins/powerpack-lite-for-elementor/assets/css/min/frontend.min.css?ver=2.6.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/powerpack-lite-for-elementor/assets/css/min/frontend.mind315.css	(from https://ergo.creativezeune.com/)
15:45:16	208060/208060	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Nov%202021%2009:00:30%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.10.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons0b93.eot	(from https://ergo.creativezeune.com/)
15:45:17	39665/39665	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2008:41:32%20GMT	https://ergo.creativezeune.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-full.min.css?ver=1.7.1.1	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-full.mind7e2.css	(from https://ergo.creativezeune.com/)
15:45:17	210844/210844	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Feb%202021%2002:07:25%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.1.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor-pro/assets/css/frontend.min324d.css	(from https://ergo.creativezeune.com/)
15:45:18	379/379	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Sep%202020%2013:49:57%20GMT	https://ergo.creativezeune.com/wp-content/plugins/press-elements/assets/css/typing-effect.min.css?ver=5.8.2	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/press-elements/assets/css/typing-effect.min080f.css	(from https://ergo.creativezeune.com/)
15:45:18	33/33	---M--	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:02:13%20GMT	https://ergo.creativezeune.com/wp-content/uploads/sites/7/elementor/css/post-2.css?ver=1637226133	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/uploads/sites/7/elementor/css/post-252b6.css	(from https://ergo.creativezeune.com/)
15:45:18	15828/15828	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:02:14%20GMT	https://ergo.creativezeune.com/wp-content/uploads/sites/7/elementor/css/post-40.css?ver=1637226134	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/uploads/sites/7/elementor/css/post-40a594.css	(from https://ergo.creativezeune.com/)
15:45:19	59344/59344	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:00:27%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min1c9b.css	(from https://ergo.creativezeune.com/)
15:45:19	26702/26702	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:00:27%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.4.8	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minb045.css	(from https://ergo.creativezeune.com/)
15:45:19	24850/24850	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:02:14%20GMT	https://ergo.creativezeune.com/wp-content/uploads/sites/7/elementor/css/post-468.css?ver=1637226134	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/uploads/sites/7/elementor/css/post-468a594.css	(from https://ergo.creativezeune.com/)
15:45:20	240930/240930	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:02:15%20GMT	https://ergo.creativezeune.com/wp-content/uploads/sites/7/elementor/css/post-46.css?ver=1637226135	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/uploads/sites/7/elementor/css/post-46a8f0.css	(from https://ergo.creativezeune.com/)
15:45:20	8308/8308	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:02:16%20GMT	https://ergo.creativezeune.com/wp-content/uploads/sites/7/elementor/css/post-1476.css?ver=1637226136	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/uploads/sites/7/elementor/css/post-1476a16c.css	(from https://ergo.creativezeune.com/)
15:45:21	120507/120507	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:33:16%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.4.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons8d5a.css	(from https://ergo.creativezeune.com/)
15:45:21	16202/16202	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:53:14%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend.min.css?ver=1.1.19	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend.min573a.css	(from https://ergo.creativezeune.com/)
15:45:21	7305/7305	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:53:14%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woo-variation-swatches/assets/css/wvs-theme-override.min.css?ver=1.1.19	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woo-variation-swatches/assets/css/wvs-theme-override.min573a.css	(from https://ergo.creativezeune.com/)
15:45:22	3099/3099	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:53:14%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend-tooltip.min.css?ver=1.1.19	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend-tooltip.min573a.css	(from https://ergo.creativezeune.com/)
15:45:22	30164/30164	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:33:20%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=2.4.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive8d5a.css	(from https://ergo.creativezeune.com/)
15:45:23	442312/442312	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2007:33:20%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.4.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles8d5a.css	(from https://ergo.creativezeune.com/)
15:45:23	7497/7497	---MC-	200	added ('OK')	text/css	date:Wed,%2009%20Feb%202022%2014:45:22%20GMT	https://fonts.googleapis.com/css?family=Montserrat%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CWork+Sans%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=5.8.2	C:/My%20Web%20Sites/pi4/fonts.googleapis.com/css964c.css	(from https://ergo.creativezeune.com/)
15:45:23	57912/57912	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:00:27%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://ergo.creativezeune.com/)
15:45:23	669/669	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:00:27%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://ergo.creativezeune.com/)
15:45:24	677/677	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2009:00:25%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://ergo.creativezeune.com/)
15:45:24	87188/87188	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Nov%202021%2008:45:18%20GMT	https://ergo.creativezeune.com/wp-content/plugins/jetpack/css/jetpack.css?ver=10.3	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/jetpack/css/jetpack5803.css	(from https://ergo.creativezeune.com/)
15:45:25	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2009%20Dec%202020%2006:41:05%20GMT	https://ergo.creativezeune.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://ergo.creativezeune.com/)
15:45:25	89521/89521	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2010:21:25%20GMT	https://ergo.creativezeune.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://ergo.creativezeune.com/)
15:45:26	7/7	---M--	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2008:55:43%20GMT	https://ergo.creativezeune.com/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min.js?ver=1.0.21	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min365c.js	(from https://ergo.creativezeune.com/)
15:45:27	9364/9364	---MCZ	200	added ('OK')	application/javascript	etag:W/%226197c5cf-2494%22	https://stats.wp.com/s-202206.js	C:/My%20Web%20Sites/pi4/stats.wp.com/s-202206.js	(from https://ergo.creativezeune.com/)
15:45:27	15055/15055	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2009:00:27%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.4.8	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minb045.js	(from https://ergo.creativezeune.com/)
15:45:30	1488/1488	---M-Z	200	added ('OK')	application/json	date:Wed,%2009%20Feb%202022%2014:45:31%20GMT	https://ergo.creativezeune.com/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-json/wp/v2/pages/2.json	(from https://ergo.creativezeune.com/)
15:45:30	1102133/1102133	---MCZ	200	added ('OK')	application/json	date:Wed,%2009%20Feb%202022%2014:45:30%20GMT	https://ergo.creativezeune.com/wp-json/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-json/index.html	(from https://ergo.creativezeune.com/)
15:45:32	846/846	---M-Z	200	added ('OK')	text/xml	date:Wed,%2009%20Feb%202022%2014:45:33%20GMT	https://ergo.creativezeune.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/xmlrpc0db0.php	(from https://ergo.creativezeune.com/)
15:45:33	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Wed,%2030%20Jan%202019%2015:57:25%20GMT	https://ergo.creativezeune.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-includes/wlwmanifest.xml	(from https://ergo.creativezeune.com/)
15:45:35	2310/2310	---M-Z	200	added ('OK')	application/json	date:Wed,%2009%20Feb%202022%2014:45:35%20GMT	https://ergo.creativezeune.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fergo.creativezeune.com%2F	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-json/oembed/1.0/embedb9f7.json	(from https://ergo.creativezeune.com/)
15:45:39	2404/2404	---M-Z	200	added ('OK')	text/xml	date:Wed,%2009%20Feb%202022%2014:45:39%20GMT	https://ergo.creativezeune.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fergo.creativezeune.com%2F&format=xml	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-json/oembed/1.0/embedf888	(from https://ergo.creativezeune.com/)
15:45:40	1631/1631	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Feb%202021%2010:34:29%20GMT	https://ergo.creativezeune.com/wp-content/uploads/sites/7/2021/02/Ergo-logo.png	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/uploads/sites/7/2021/02/Ergo-logo.png	(from https://ergo.creativezeune.com/)
15:45:41	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Feb%202022%2014:45:41%20GMT	http://ergo.creativezeune.com/news	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/news.37.delayed	(from https://ergo.creativezeune.com/)
15:45:41	155890/155890	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:45:41%20GMT	https://ergo.creativezeune.com/shop/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/shop/index.html	(from https://ergo.creativezeune.com/)
15:45:41	166219/166219	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:45:41%20GMT	https://ergo.creativezeune.com/about/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/about/index.html	(from https://ergo.creativezeune.com/)
15:45:43	133086/133086	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:45:43%20GMT	https://ergo.creativezeune.com/maintenance/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/maintenance/index.html	(from https://ergo.creativezeune.com/)
15:45:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Feb%202022%2014:45:45%20GMT	https://ergo.creativezeune.com/news	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/news.38.delayed	(from https://ergo.creativezeune.com/)
15:45:45	1648/1648	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Mar%202021%2005:55:08%20GMT	https://ergo.creativezeune.com/wp-content/uploads/sites/7/2021/02/Ergo-logo-darks.png	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/uploads/sites/7/2021/02/Ergo-logo-darks.png	(from https://ergo.creativezeune.com/)
15:45:45	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Feb%202022%2014:45:45%20GMT	http://ergo.creativezeune.com/product/r-works-stuns-xc-01/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/product/r-works-stuns-xc-01/index.html	(from https://ergo.creativezeune.com/)
15:45:46	140204/140204	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:45:45%20GMT	https://ergo.creativezeune.com/news/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/news/index.html	(from https://ergo.creativezeune.com/)
15:45:46	108513/108513	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:45:46%20GMT	https://ergo.creativezeune.com/testimonials/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/testimonials/index.html	(from https://ergo.creativezeune.com/)
15:45:46	98060/98060	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:45:46%20GMT	https://ergo.creativezeune.com/2021/03/09/cycling-on-your-period-harness-the-power-of-your-hormones/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/2021/03/09/cycling-on-your-period-harness-the-power-of-your-hormones/index.html	(from https://ergo.creativezeune.com/)
15:45:47	124307/124307	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:45:47%20GMT	https://ergo.creativezeune.com/careers/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/careers/index.html	(from https://ergo.creativezeune.com/)
15:45:47	115756/115756	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:45:47%20GMT	https://ergo.creativezeune.com/rent-a-bike/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/rent-a-bike/index.html	(from https://ergo.creativezeune.com/)
15:45:47	129230/129230	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:45:47%20GMT	https://ergo.creativezeune.com/events/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/events/index.html	(from https://ergo.creativezeune.com/)
15:45:47	100736/100736	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:45:47%20GMT	https://ergo.creativezeune.com/contact/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/contact/index.html	(from https://ergo.creativezeune.com/)
15:45:47	139181/139181	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:45:47%20GMT	https://ergo.creativezeune.com/find-retailers/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/find-retailers/index.html	(from https://ergo.creativezeune.com/)
15:45:48	111675/111675	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:45:48%20GMT	https://ergo.creativezeune.com/help-center/	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/help-center/index.html	(from https://ergo.creativezeune.com/)
